Incident_Number,Exposure_Number,ID,Address,Incident_Date,Call_Number,Alarm_DtTm,Arrival_DtTm,Close_DtTm,City,ZIP_Code,Battalion,Station_Area,Box,Suppression_Units,Suppression_Personnel,EMS_Units,EMS_Personnel,Other_Units,Other_Personnel,First_Unit_On_Scene,Estimated_Property_Loss,Estimated_Contents_Loss,Fire_Fatalities,Fire_Injuries,Civilian_Fatalities,Civilian_Injuries,Number_of_Alarms,Primary_Situation,Mutual_Aid,Action_Taken_Primary,Action_Taken_Secondary,Action_Taken_Other,Detector_Alerted_Occupants,Property_Use,Area_of_Fire_Origin,Ignition_Cause,Ignition_Factor_Primary,Ignition_Factor_Secondary,Heat_Source,Item_First_Ignited,Human_Factors_Associated_with_Ignition,Structure_Type,Structure_Status,Floor_of_Fire_Origin,Fire_Spread,No_Flame_Spead,Number_of_floors_with_minimum_damage,Number_of_floors_with_significant_damage,Number_of_floors_with_heavy_damage,Number_of_floors_with_extreme_damage,Detectors_Present,Detector_Type,Detector_Operation,Detector_Effectiveness,Detector_Failure_Reason,Automatic_Extinguishing_System_Present,Automatic_Extinguishing_Sytem_Type,Automatic_Extinguishing_Sytem_Perfomance,Automatic_Extinguishing_Sytem_Failure_Reason,Number_of_Sprinkler_Heads_Operating,Supervisor_District,Analysis_Neighborhood,point,Neighborhoods_old,Zip_Codes,Fire_Prevention_Districts,Police_Districts,Supervisor_Districts,Civic_Center_Harm_Reduction_Project_Boundary,Fix_It_Zones_2017,HSOC_Zones,Central_Market_Tenderloin_Boundary,Central_Market_Tenderloin_Boundary_Polygon_Updated,HSOC_Zones_as_of_2018_06_05,Neighborhoods,SF_Find_Neighborhoods,Current_Police_Districts,Current_Supervisor_Districts,Analysis_Neighborhoods
03004860,0,030048600,10th St. / Market St.,01/17/2003,030170129,01/17/2003 09:45:56 AM,01/17/2003 09:48:35 AM,01/17/2003 09:49:16 AM,SF,94103,B02,36,,2,9,0,0,0,0,E36,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,6,Tenderloin,POINT (-122.417505 37.77654),36,28853,8,2,9,1,,1,1,1,1,21,21,5,10,36
03004861,0,030048610,102 Haight St.,01/17/2003,030170133,01/17/2003 09:51:15 AM,01/17/2003 09:52:36 AM,01/17/2003 09:58:06 AM,SF,94115,B02,36,,3,11,0,0,0,0,E36,0,0,0,0,0,0,1,"730 - System malfunction, other",None,86 - Investigate,-,-,-,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,5,Hayes Valley,POINT (-122.42410081 37.77313779),10,28852,7,9,11,,,,,,,26,26,4,11,9
03004872,0,030048720,2323 Cesar Chavez St.,01/17/2003,030170152,01/17/2003 10:33:06 AM,01/17/2003 10:35:24 AM,01/17/2003 10:36:04 AM,SF,94124,B10,09,,2,9,0,0,0,0,E09,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,963 - Street or road in commercial area,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Bayview Hunters Point,POINT (-122.400384 37.749069),1,58,10,3,8,,,,,,,85,85,2,9,1
03004873,0,030048730,2121 Pine St.,01/17/2003,030170155,01/17/2003 10:35:04 AM,01/17/2003 10:39:18 AM,01/17/2003 10:42:19 AM,SF,94115,B04,38,,2,11,0,0,0,0,E38,0,0,0,0,0,0,1,"740 - Unintentional alarm, other",None,86 - Investigate,-,-,-,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Pacific Heights,POINT (-122.430731 37.788251),27,29490,13,9,11,,,,,,,101,101,4,11,30
03004877,0,030048770,101 California St.,01/17/2003,030170161,01/17/2003 10:42:58 AM,01/17/2003 10:45:41 AM,01/17/2003 10:51:27 AM,SF,94111,B01,13,,3,11,0,0,0,0,E13,0,0,0,0,0,0,1,"740 - Unintentional alarm, other",None,86 - Investigate,-,-,-,599 - Business office,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Financial District/South Beach,POINT (-122.397685 37.793429),6,28860,4,1,10,,,,,,,108,108,6,3,8
03004878,0,030048780,19th St. / Mission St.,01/17/2003,030170163,01/17/2003 10:51:13 AM,01/17/2003 10:54:10 AM,01/17/2003 11:05:39 AM,SF,94110,B06,07,,1,1,1,1,1,1,E07,0,0,0,0,0,0,1,"311 - Medical assist, assist EMS crew",None,73 - Provide manpower,-,-,-,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,9,Mission,POINT (-122.419052 37.758632),19,28859,2,4,7,,13,3,,,3,53,53,3,2,20
03004880,0,030048800,163 London St.,01/17/2003,030170165,01/17/2003 10:52:33 AM,01/17/2003 10:54:03 AM,01/17/2003 10:55:38 AM,SF,94112,B09,43,,3,11,0,0,0,0,E43,0,0,0,0,0,0,1,"740 - Unintentional alarm, other",None,86 - Investigate,-,-,-,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,11,Excelsior,POINT (-122.4321334 37.72610425),5,28861,9,7,6,,,,,,,90,90,9,1,7
03004882,0,030048820,101sb 3rd St On / 3rd St.,01/17/2003,030170167,01/17/2003 10:55:29 AM,01/17/2003 11:02:12 AM,01/17/2003 11:35:39 AM,SF,94124,B10,44,,3,11,1,2,0,0,E44,0,0,0,0,0,0,1,"311 - Medical assist, assist EMS crew",None,86 - Investigate,-,-,-,961 - Highway or divided highway (Street),,,,,,,,,,,,,,,,,,,,,,,,,,,10,Bayview Hunters Point,POINT (-122.396618 37.720231),1,58,10,3,8,,,,,,,88,88,2,9,1
03004883,0,030048830,Augusta St. / Charter Oak Av.,01/17/2003,030170170,01/17/2003 10:57:10 AM,01/17/2003 11:01:53 AM,01/17/2003 11:02:17 AM,SF,94110,B10,42,,2,9,0,0,0,0,E09,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,10,Bayview Hunters Point,POINT (-122.404546 37.734343),1,58,10,3,8,,,,,,,87,87,2,9,1
03004886,0,030048860,330 Townsend St.,01/17/2003,030170175,01/17/2003 11:11:01 AM,01/17/2003 11:15:06 AM,01/17/2003 11:26:59 AM,SF,94105,B03,08,,3,11,0,0,0,0,B03,0,0,0,0,0,0,1,"672 - Biological hazard investigation,none found",None,86 - Investigate,-,-,-,599 - Business office,,,,,,,,,,,,,,,,,,,,,,,,,,,6,South of Market,POINT (-122.39591066 37.77670476),34,28856,6,2,9,,,,,,,32,32,1,10,34
03004888,0,030048880,Pacific Av. / Stockton St.,01/17/2003,030170180,01/17/2003 11:21:33 AM,01/17/2003 11:23:29 AM,01/17/2003 11:27:52 AM,SF,94108,B01,02,,1,4,0,0,0,0,E02,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,"150 - Public or government, other",,,,,,,,,,,,,,,,,,,,,,,,,,,3,Chinatown,POINT (-122.408433 37.796704),4,308,3,1,10,,,,,,,104,104,6,3,6
03004889,0,030048890,2 Garfield St.,01/17/2003,030170182,01/17/2003 11:25:44 AM,01/17/2003 11:30:11 AM,01/17/2003 11:35:01 AM,SF,94112,B09,33,,1,4,0,0,0,0,E33,0,0,0,0,0,0,1,554 - Assist invalid,None,71 - Assist physically disabled,-,-,-,"400 - Residential, other",,,,,,,,,,,,,,,,,,,,,,,,,,,11,Oceanview/Merced/Ingleside,POINT (-122.46294669 37.72012867),24,64,9,8,6,,,,,,,64,64,10,1,24
03004891,0,030048910,1443 Chinook Ct.,01/17/2003,030170184,01/17/2003 11:42:30 AM,01/17/2003 11:42:30 AM,01/17/2003 11:58:41 AM,TI,94130,B03,48,,1,5,0,0,0,0,,0,0,0,0,0,0,1,"500 - Service Call, other",None,86 - Investigate,-,-,-,459 - Residential board and care,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Treasure Island,POINT (-122.3734835 37.82421915),37,62,,2,9,,,,,,,36,36,1,10,37
03004893,0,030048930,5th Av. / Geary Bl.,01/17/2003,030170186,01/17/2003 11:43:40 AM,01/17/2003 11:46:32 AM,01/17/2003 11:47:22 AM,SF,94121,B07,31,,2,9,0,0,0,0,E31,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,963 - Street or road in commercial area,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Inner Richmond,POINT (-122.463213 37.78107),11,54,11,6,2,,,,,,,5,5,8,4,11
03004894,0,030048940,Eddy St. / Taylor St.,01/17/2003,030170188,01/17/2003 11:44:16 AM,01/17/2003 11:47:46 AM,01/17/2003 11:47:46 AM,SF,94105,B03,01,,2,9,0,0,0,0,,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,963 - Street or road in commercial area,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Tenderloin,POINT (-122.410955 37.78414),36,28852,14,10,9,1,17,,1,1,,20,20,5,10,36
03004902,0,030049020,15 Fontinella Tr.,01/17/2003,030170200,01/17/2003 12:27:07 PM,01/17/2003 12:31:51 PM,01/17/2003 12:40:14 PM,SF,94124,B10,37,,3,11,0,0,0,0,E37,0,0,0,0,0,0,1,"118 - Trash or rubbish fire, contained",None,86 - Investigate,-,-,1 - Detector alerted occupants,419 - 1 or 2 family dwelling,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Potrero Hill,POINT (-122.400485 37.751237),29,28856,10,3,8,,,,,,,54,54,2,9,26
03004904,0,030049040,2559 15th Av.,01/17/2003,030170203,01/17/2003 12:34:52 PM,01/17/2003 12:36:40 PM,01/17/2003 12:55:49 PM,SF,94117,B08,40,,2,9,0,0,0,0,B08,0,0,0,0,0,0,1,"740 - Unintentional alarm, other",None,86 - Investigate,-,-,-,"400 - Residential, other",,,,,,,,,,,,,,,,,,,,,,,,,,,7,West of Twin Peaks,POINT (-122.471262 37.74143634),40,29491,1,8,4,,,,,,,46,46,10,8,41
03004905,0,030049050,1 16th Av.,01/17/2003,030170204,01/17/2003 12:38:12 PM,01/17/2003 12:41:23 PM,01/17/2003 12:45:45 PM,SF,94118,B07,31,,3,11,0,0,0,0,B07,0,0,0,0,0,0,1,"740 - Unintentional alarm, other",None,86 - Investigate,-,-,-,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Outer Richmond,POINT (-122.4743107 37.78618432),26,54,11,6,2,,,,,,,2,2,8,4,29
03004906,0,030049060,29th Av. / Geary Bl.,01/17/2003,030170205,01/17/2003 12:38:56 PM,01/17/2003 12:42:05 PM,01/17/2003 12:42:20 PM,SF,94121,B07,14,,1,4,0,0,0,0,E34,0,0,0,0,0,0,1,"700 - False alarm or false call, other",None,86 - Investigate,-,-,-,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,1,Outer Richmond,POINT (-122.489014 37.779888),26,55,11,6,2,,,,,,,8,8,8,4,29
03004908,0,030049080,37th Av. / Geary Bl.,01/17/2003,030170207,01/17/2003 12:49:21 PM,01/17/2003 12:51:22 PM,01/17/2003 12:51:51 PM,SF,94121,B07,34,,1,4,0,0,0,0,T14,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,1,Outer Richmond,POINT (-122.49759 37.779501),26,55,11,6,2,,,,,,,8,8,8,4,29
03004909,0,030049090,Jamestown Av. / Jennings St.,01/17/2003,030170208,01/17/2003 12:49:51 PM,01/17/2003 12:54:05 PM,01/17/2003 12:54:05 PM,SF,94124,B10,44,,2,9,0,0,0,0,,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,10,Bayview Hunters Point,POINT (-122.395431 37.719558),1,58,10,3,8,,,,,,,88,88,2,9,1
03004915,0,030049150,1020 Vallejo St.,01/17/2003,030170221,01/17/2003 01:00:01 PM,01/17/2003 01:03:57 PM,01/17/2003 01:10:18 PM,SF,94133,B01,02,,3,11,0,0,0,0,E02,0,0,0,0,0,0,1,"740 - Unintentional alarm, other",None,86 - Investigate,-,-,-,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Nob Hill,POINT (-122.41450001 37.79814584),21,308,5,1,10,,,,,,,107,107,6,3,21
03004918,0,030049180,401 Eucalyptus Dr.,01/17/2003,030170229,01/17/2003 01:17:41 PM,01/17/2003 01:38:31 PM,01/17/2003 01:38:31 PM,SF,94132,B08,19,,3,11,0,0,0,0,,0,0,0,0,0,0,1,"740 - Unintentional alarm, other",None,86 - Investigate,-,-,-,"213 - Elem. school, inc. kindergarten",,,,,,,,,,,,,,,,,,,,,,,,,,,7,Lakeshore,POINT (-122.47528 37.730674),14,64,1,8,4,,,,,,,41,41,10,8,16
03004920,0,030049200,2359 North Point St.,01/17/2003,030170241,01/17/2003 01:29:21 PM,01/17/2003 01:32:24 PM,01/17/2003 05:59:12 PM,SF,94123,B04,16,,7,26,0,0,0,0,B04,0,0,0,0,0,0,1,"100 - Fire, other",None,"10 - Fire, other",-,-,2 - Detector did not alert occupants,419 - 1 or 2 family dwelling,"24 - Cooking area, kitchen",U - Cause undetermined after investigation,-,-,UU - Undetermined,UU - Undetermined,-,,,,,,,,,,,,,,,,,,,,2,Marina,POINT (-122.44601859 37.80215578),17,57,13,9,1,,,,,,,17,17,4,6,13
03004922,0,030049220,2980 24th Av.,01/17/2003,030170245,01/17/2003 01:36:56 PM,01/17/2003 01:42:25 PM,01/17/2003 02:26:57 PM,SF,94117,B08,19,,2,9,0,0,0,0,T19,0,0,0,0,0,0,1,"740 - Unintentional alarm, other",None,86 - Investigate,-,-,-,"400 - Residential, other",,,,,,,,,,,,,,,,,,,,,,,,,,,7,Sunset/Parkside,POINT (-122.4801401 37.73256325),35,64,1,8,4,,,,,,,62,62,10,8,35
03004924,0,030049240,2730 Bryant St.,01/17/2003,030170246,01/17/2003 01:38:26 PM,01/17/2003 01:41:35 PM,01/17/2003 01:53:26 PM,SF,94110,B06,09,,2,11,0,0,0,0,E09,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,215 - Middle/Junior or High School,,,,,,,,,,,,,,,,,,,,,,,,,,,9,Mission,POINT (-122.40939655 37.75043248),19,28859,2,4,7,,,3,,,3,53,53,3,2,20
03004927,0,030049270,20th St. / Connecticut St.,01/17/2003,030170252,01/17/2003 02:01:53 PM,01/17/2003 02:04:09 PM,01/17/2003 02:04:09 PM,SF,94107,B10,37,,2,9,0,0,0,0,,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,10,Potrero Hill,POINT (-122.397252 37.759969),29,28856,10,3,8,,,,,,,54,54,2,9,26
03004928,0,030049280,1223 24th Av.,01/17/2003,030170254,01/17/2003 02:14:56 PM,01/17/2003 02:17:43 PM,01/17/2003 02:26:16 PM,SF,94124,B08,22,,3,11,0,0,0,0,E09,0,0,0,0,0,0,1,"118 - Trash or rubbish fire, contained",None,86 - Investigate,-,-,U - Unknown,419 - 1 or 2 family dwelling,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Sunset/Parkside,POINT (-122.4836124 37.7651044),35,56,1,8,3,,,,,,,39,39,10,7,35
03004929,0,030049290,999 Brannan St.,01/17/2003,030170255,01/17/2003 02:22:15 PM,01/17/2003 02:25:00 PM,01/17/2003 02:45:35 PM,SF,94105,B03,29,,3,11,0,0,0,0,E29,0,0,0,0,0,0,1,"743 - Smoke detector, no fire, accidental",None,63 - Restore fire alarm system,-,-,-,599 - Business office,,,,,,,,,,,,,,,,,,,,,,,,,,,6,South of Market,POINT (-122.406882 37.770049),34,28853,14,2,9,,,2,,,2,33,33,1,10,34
03004930,0,030049300,604 Moultrie St.,01/17/2003,030170256,01/17/2003 02:23:06 PM,01/17/2003 02:27:16 PM,01/17/2003 03:09:44 PM,SF,94124,B06,32,,3,11,0,0,0,0,E32,0,0,0,0,0,0,1,"118 - Trash or rubbish fire, contained",None,86 - Investigate,-,-,U - Unknown,419 - 1 or 2 family dwelling,,,,,,,,,,,,,,,,,,,,,,,,,,,9,Bernal Heights,POINT (-122.41616248 37.73703769),2,28859,2,7,7,,,,,,,83,83,9,2,2
03004932,0,030049320,2675 San Bruno Av.,01/17/2003,030170259,01/17/2003 02:28:47 PM,01/17/2003 02:40:28 PM,01/17/2003 02:40:28 PM,SF,94134,B10,42,,1,4,0,0,0,0,,0,0,0,0,0,0,1,413 - Oil or other combustible liquid spill,None,45 - Remove hazard,-,-,-,965 - Vehicle parking area,,,,,,,,,,,,,,,,,,,,,,,,,,,9,Portola,POINT (-122.403651 37.727984),28,309,10,3,7,,,,,,,91,91,2,2,25
03004942,0,030049420,160 26th Av.,01/17/2003,030170272,01/17/2003 02:52:04 PM,01/17/2003 02:56:41 PM,01/17/2003 02:57:23 PM,SF,94117,B07,14,,2,9,0,0,0,0,E14,0,0,0,0,0,0,1,745 - Alarm system sounded/no fire-accidental,None,86 - Investigate,-,-,-,419 - 1 or 2 family dwelling,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Outer Richmond,POINT (-122.4861516 37.78564222),26,55,11,6,2,,,,,,,2,2,8,4,29
03004944,0,030049440,300 Lake St.,01/17/2003,030170275,01/17/2003 02:56:12 PM,01/17/2003 03:00:57 PM,01/17/2003 03:04:20 PM,SF,94117,B07,31,,1,4,0,0,0,0,E31,0,0,0,0,0,0,1,"730 - System malfunction, other",None,86 - Investigate,-,-,-,"311 - 24-hr care nurse homes, 4 or more person",,,,,,,,,,,,,,,,,,,,,,,,,,,2,Inner Richmond,POINT (-122.462522 37.787928),11,54,11,6,1,,,,,,,4,4,8,6,11
03004945,0,030049450,Rey St. / Sunnydale Av.,01/17/2003,030170278,01/17/2003 02:57:36 PM,01/17/2003 03:01:27 PM,01/17/2003 03:05:46 PM,SF,94124,B09,44,,1,4,0,0,0,0,E44,0,0,0,0,0,0,1,"661 - EMS call, party transported by non-fire ag",None,86 - Investigate,-,-,-,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Visitacion Valley,POINT (-122.41228 37.710866),39,309,9,7,8,,14,,,,,75,75,9,9,40
03004947,0,030049470,Broadway / Grant Av.,01/17/2003,030170280,01/17/2003 03:00:11 PM,01/17/2003 03:04:19 PM,01/17/2003 03:04:19 PM,SF,94109,B01,02,,1,4,0,0,0,0,,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,3,Chinatown,POINT (-122.407018 37.797823),4,308,3,1,10,,21,,,,,106,106,6,3,6
03004948,0,030049480,375 Carl St.,01/17/2003,030170282,01/17/2003 03:00:45 PM,01/17/2003 03:03:00 PM,01/17/2003 03:09:01 PM,SF,94117,B05,12,,1,4,0,0,0,0,E12,0,0,0,0,0,0,1,"651 - Smoke scare, odor of smoke",None,86 - Investigate,-,-,-,"400 - Residential, other",,,,,,,,,,,,,,,,,,,,,,,,,,,5,Inner Sunset,POINT (-122.45555075 37.76485812),12,29492,15,5,11,,,,,,,110,110,7,11,14
03004950,0,030049500,3200 Folsom St.,01/17/2003,030170285,01/17/2003 03:09:17 PM,01/17/2003 03:12:32 PM,01/17/2003 03:12:58 PM,SF,94110,B06,11,,2,9,0,0,0,0,T07,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,9,Bernal Heights,POINT (-122.41336724 37.74709265),2,28859,2,7,7,,,3,,,3,83,83,9,2,2
03004951,0,030049510,Chestnut St. / Pierce St.,01/17/2003,030170287,01/17/2003 03:10:48 PM,01/17/2003 03:15:41 PM,01/17/2003 03:16:28 PM,SF,94118,B04,16,,1,4,0,0,0,0,T10,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,2,Marina,POINT (-122.439505 37.800403),17,57,13,9,1,,19,,,,,17,17,4,6,13
03004952,0,030049520,77 Maiden Ln.,01/17/2003,030170288,01/17/2003 03:13:25 PM,01/17/2003 03:16:58 PM,01/17/2003 03:17:08 PM,SF,94105,B01,01,,3,11,0,0,0,0,E01,0,0,0,0,0,0,1,"700 - False alarm or false call, other",None,86 - Investigate,-,-,-,"500 - Mercantile, business, other",,,,,,,,,,,,,,,,,,,,,,,,,,,3,Financial District/South Beach,POINT (-122.404726 37.788213),6,28857,5,1,10,,10,,,,,19,19,6,3,8
03004953,0,030049530,3750 18th St.,01/17/2003,030170289,01/17/2003 03:15:48 PM,01/17/2003 03:19:12 PM,01/17/2003 03:34:57 PM,SF,94117,B06,06,,1,4,0,0,0,0,T06,0,0,0,0,0,0,1,"113 - Cooking fire, confined to container",None,86 - Investigate,-,-,U - Unknown,215 - Middle/Junior or High School,"24 - Cooking area, kitchen","0 - Cause, other",-,-,"10 - Heat from powered equipment, other","76 - Cooking materials, inc. Edible materi",-,,,,,,,,,,,,,,,,,,,,8,Castro/Upper Market,POINT (-122.427246 37.761395),3,28862,8,4,5,,,,,,5,37,37,3,5,5
03004956,0,030049560,450 Stanyan St.,01/17/2003,030170293,01/17/2003 03:21:46 PM,01/17/2003 03:25:19 PM,01/17/2003 03:30:35 PM,SF,94115,B05,21,,2,9,0,0,0,0,E21,0,0,0,0,0,0,1,745 - Alarm system sounded/no fire-accidental,None,86 - Investigate,-,-,-,"439 - Boarding/rooming house, res. hotels",,,,,,,,,,,,,,,,,,,,,,,,,,,1,Lone Mountain/USF,POINT (-122.454188 37.774059),16,29492,15,5,2,,,,,,,12,12,7,4,18
03004957,0,030049570,2730 Bryant St.,01/17/2003,030170294,01/17/2003 03:22:55 PM,01/17/2003 03:26:19 PM,01/17/2003 03:33:10 PM,SF,94124,B06,09,,3,11,0,0,0,0,E09,0,0,0,0,0,0,1,"730 - System malfunction, other",None,86 - Investigate,-,-,-,215 - Middle/Junior or High School,,,,,,,,,,,,,,,,,,,,,,,,,,,9,Mission,POINT (-122.40939655 37.75043248),19,28859,2,4,7,,,3,,,3,53,53,3,2,20
03004964,0,030049640,3rd St. / Howard St.,01/17/2003,030170306,01/17/2003 03:50:19 PM,01/17/2003 03:54:24 PM,01/17/2003 03:54:24 PM,SF,94105,B03,01,,2,9,0,0,0,0,,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,963 - Street or road in commercial area,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Financial District/South Beach,POINT (-122.400474 37.785029),6,28853,6,2,9,,,,,,,32,32,1,10,8
03004967,0,030049670,333 Taylor St.,01/17/2003,030170309,01/17/2003 04:00:06 PM,01/17/2003 04:03:55 PM,01/17/2003 04:06:48 PM,SF,94105,B01,01,,3,11,0,0,0,0,E01,0,0,0,0,0,0,1,"740 - Unintentional alarm, other",None,86 - Investigate,-,-,-,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Tenderloin,POINT (-122.411293 37.785387),36,28852,14,10,9,,,,1,1,,20,20,5,10,36
03004970,0,030049700,Golden Gate Av. / Van Ness Av.,01/17/2003,030170312,01/17/2003 04:06:55 PM,01/17/2003 04:09:13 PM,01/17/2003 04:09:49 PM,SF,94102,B02,36,,2,9,0,0,0,0,E36,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,5,Western Addition,POINT (-122.420441 37.78103),41,28852,7,9,11,1,,1,,,1,21,21,4,11,39
03004974,0,030049740,601 Willow St.,01/17/2003,030170317,01/17/2003 04:15:08 PM,01/17/2003 04:16:40 PM,01/17/2003 04:21:40 PM,SF,94107,B02,05,,2,8,0,0,0,0,E05,0,0,0,0,0,0,1,745 - Alarm system sounded/no fire-accidental,None,86 - Investigate,-,-,-,899 - Residential or self storage units,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Western Addition,POINT (-122.42835867 37.78219684),41,29490,7,9,11,,,,,,,97,97,4,11,39
03004976,0,030049760,26th St. / Mission St.,01/17/2003,030170319,01/17/2003 04:22:40 PM,01/17/2003 04:25:02 PM,01/17/2003 04:25:14 PM,SF,94114,B06,11,,1,3,0,0,0,0,E11,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,9,Mission,POINT (-122.418137 37.749041),19,28859,2,4,7,,,3,,,3,53,53,3,2,20
03004983,0,030049830,Clearfield Dr. / Lake Merced Bl.,01/17/2003,030170330,01/17/2003 04:48:28 PM,01/17/2003 04:53:20 PM,01/17/2003 05:15:37 PM,SF,94132,B08,19,,2,9,0,0,0,0,T19,0,0,0,0,0,0,1,"460 - Accident, potential accident, other",None,86 - Investigate,-,-,-,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,7,Lakeshore,POINT (-122.490544 37.72965),14,64,1,8,4,,,,,,,43,43,10,8,16
03004986,0,030049860,2170 Folsom St.,01/17/2003,030170333,01/17/2003 04:59:39 PM,01/17/2003 05:02:08 PM,01/17/2003 05:12:21 PM,SF,94110,B02,07,,1,5,0,0,0,0,T07,0,0,0,0,0,0,1,551 - Assist PD or other Govern. Agency,None,"70 - Assistance, other",-,-,-,"449 - Hotel/motel, commercial",,,,,,,,,,,,,,,,,,,,,,,,,,,9,Mission,POINT (-122.41529935 37.76260175),19,28859,8,4,7,,13,3,,,3,53,53,3,2,20
03004988,0,030049880,155 Haight St.,01/17/2003,030170336,01/17/2003 05:07:39 PM,01/17/2003 05:09:43 PM,01/17/2003 06:14:42 PM,SF,94117,B02,36,,1,4,0,0,0,0,E36,0,0,0,0,0,0,1,"600 - Good intent call, other",None,86 - Investigate,-,-,-,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Hayes Valley,POINT (-122.42474899 37.77254454),10,28852,7,9,11,,,,,,,27,27,4,11,9
03004989,0,030049890,3334 San Bruno Av.,01/17/2003,030170337,01/17/2003 05:13:15 PM,01/17/2003 05:16:01 PM,01/17/2003 05:28:42 PM,SF,94124,B10,44,,3,11,0,0,0,0,E44,0,0,0,0,0,0,1,"740 - Unintentional alarm, other",None,86 - Investigate,-,-,-,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Portola,POINT (-122.4011309 37.72148854),28,309,10,7,8,,,,,,,91,91,2,9,25
03004990,0,030049900,1300 Baker St.,01/17/2003,030170339,01/17/2003 05:14:51 PM,01/17/2003 05:17:42 PM,01/17/2003 05:18:08 PM,SF,94115,B05,10,,2,9,0,0,0,0,T10,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,963 - Street or road in commercial area,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Japantown,POINT (-122.442724 37.782962),13,29490,15,5,1,,,,,,,103,103,8,6,15
